"x"	"name"	"relation"	"relation_name"	"value"
"http://rdf.freebase.com/ns/en.angola"	"Angola"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	18386847544
"http://rdf.freebase.com/ns/en.east_timor"	"Timor-Leste"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	2780
"http://rdf.freebase.com/ns/en.mexico"	"Mexico"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	10480
"http://rdf.freebase.com/ns/en.namibia"	"Namibia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	6520
"http://rdf.freebase.com/ns/en.finland"	"Finland"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	82056580669
"http://rdf.freebase.com/ns/en.solomon_islands"	"Solomon Islands"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	2330
"http://rdf.freebase.com/ns/en.portugal"	"Portugal"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	253840943882
"http://rdf.freebase.com/ns/en.mexico"	"Mexico"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	598395468933
"http://rdf.freebase.com/ns/en.tunisia"	"Tunisia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	59101516619
"http://rdf.freebase.com/ns/en.turkmenistan"	"Turkmenistan"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	2700
"http://rdf.freebase.com/ns/en.malta"	"Malta"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	7902826410
"http://rdf.freebase.com/ns/en.italy"	"Italy"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	1062713455170
"http://rdf.freebase.com/ns/en.singapore"	"Singapore"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	53280
"http://rdf.freebase.com/ns/en.paraguay"	"Paraguay"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	8757150693
"http://rdf.freebase.com/ns/en.antigua_and_barbuda"	"Antigua and Barbuda"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	1713906325
"http://rdf.freebase.com/ns/en.republic_of_the_congo"	"Congo"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	3077209623
"http://rdf.freebase.com/ns/en.mauritania"	"Mauritania"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	8280832915
"http://rdf.freebase.com/ns/en.egypt"	"Egypt"	"http://rdf.freebase.com/ns/location.statistical_region.diesel_price_liter"	"Diesel price (per liter)"	0.08
"http://rdf.freebase.com/ns/en.sudan"	"Sudan"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	16326143000
"http://rdf.freebase.com/ns/en.gabon"	"Gabon"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	113090000
"http://rdf.freebase.com/ns/en.comoros"	"Comoros"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	129740000
"http://rdf.freebase.com/ns/en.malaysia"	"Malaysia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	51712040356
"http://rdf.freebase.com/ns/en.somalia"	"Somalia"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	2561329000
"http://rdf.freebase.com/ns/en.russia"	"Russia"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	2308140000
"http://rdf.freebase.com/ns/en.paraguay"	"Paraguay"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	3041102000
"http://rdf.freebase.com/ns/en.guatemala"	"Guatemala"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	1697.15
"http://rdf.freebase.com/ns/en.saint_vincent_and_the_grenadines"	"Saint Vincent and the Grenadines"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	5070.4
"http://rdf.freebase.com/ns/en.the_bahamas"	"Bahamas"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	5197979060
"http://rdf.freebase.com/ns/en.united_states_of_america"	"United States of America"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	3107.94
"http://rdf.freebase.com/ns/en.argentina"	"Argentina"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	161120874000
"http://rdf.freebase.com/ns/en.czech_republic"	"Czech Republic"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	18805.66
"http://rdf.freebase.com/ns/en.grenada"	"Grenada"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	29670000
"http://rdf.freebase.com/ns/en.guatemala"	"Guatemala"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	2910263000
"http://rdf.freebase.com/ns/en.swaziland"	"Swaziland"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	54420000
"http://rdf.freebase.com/ns/en.azerbaijan"	"Azerbaijan"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	1689483000
"http://rdf.freebase.com/ns/en.dominican_republic"	"Dominican Republic"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	92560000
"http://rdf.freebase.com/ns/en.albania_france"	"Albania"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	1607059000
"http://rdf.freebase.com/ns/en.morocco"	"Morocco"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	22988002000
"http://rdf.freebase.com/ns/en.paraguay"	"Paraguay"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	79900000
"http://rdf.freebase.com/ns/en.haiti"	"Haiti"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	731470000
"http://rdf.freebase.com/ns/en.nicaragua"	"Nicaragua"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	285.75
"http://rdf.freebase.com/ns/en.austria"	"Austria"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	26082.46
"http://rdf.freebase.com/ns/en.zimbabwe"	"Zimbabwe"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	676.61
"http://rdf.freebase.com/ns/en.australia"	"Australia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	61789.48
"http://rdf.freebase.com/ns/en.bangladesh"	"Bangladesh"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	16444791000
"http://rdf.freebase.com/ns/en.fiji"	"Fiji"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	4255.14
"http://rdf.freebase.com/ns/en.solomon_islands"	"Solomon Islands"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	62560000
"http://rdf.freebase.com/ns/en.nicaragua"	"Nicaragua"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	1159400000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.cash"	"Cash"	397380000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.current_liabilities"	"Current Liabilities"	154030000
"http://rdf.freebase.com/ns/en.niger"	"Niger"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	550
"http://rdf.freebase.com/ns/en.turkey"	"Turkey"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	16940
"http://rdf.freebase.com/ns/en.latvia"	"Latvia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	14382882693
"http://rdf.freebase.com/ns/en.burundi"	"Burundi"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	490
"http://rdf.freebase.com/ns/en.italy"	"Italy"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	1968881031230
"http://rdf.freebase.com/ns/en.greece"	"Greece"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	321783979469
"http://rdf.freebase.com/ns/en.fiji"	"Fiji"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	4390
"http://rdf.freebase.com/ns/en.russia"	"Russia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	8970
"http://rdf.freebase.com/ns/en.new_zealand"	"New Zealand"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	62624025683
"http://rdf.freebase.com/ns/en.tonga"	"Tonga"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	4070
"http://rdf.freebase.com/ns/en.kenya"	"Kenya"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	690
"http://rdf.freebase.com/ns/en.oman"	"Oman"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	12230
"http://rdf.freebase.com/ns/en.mexico"	"Mexico"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	1919327974970
"http://rdf.freebase.com/ns/en.syria"	"Syria"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	17460085309
"http://rdf.freebase.com/ns/en.rwanda"	"Rwanda"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	13909653823
"http://rdf.freebase.com/ns/en.uganda"	"Uganda"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	11254931496
"http://rdf.freebase.com/ns/en.jordan"	"Jordan"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	30300726778
"http://rdf.freebase.com/ns/en.venezuela"	"Venezuela"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	91395811992
"http://rdf.freebase.com/ns/en.egypt"	"Egypt"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	712.24
"http://rdf.freebase.com/ns/en.south_africa"	"South Africa"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	72675103874
"http://rdf.freebase.com/ns/en.japan"	"Japan"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	4731198760270
"http://rdf.freebase.com/ns/en.gabon"	"Gabon"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	3250137210
"http://rdf.freebase.com/ns/en.monaco"	"Monaco"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	2763316164
"http://rdf.freebase.com/ns/en.costa_rica"	"Costa Rica"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	13000000
"http://rdf.freebase.com/ns/en.cambodia"	"Cambodia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	333.51
"http://rdf.freebase.com/ns/en.philippines"	"Philippines"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	861050000
"http://rdf.freebase.com/ns/en.cameroon"	"Cameroon"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	132.4
"http://rdf.freebase.com/ns/en.chile"	"Chile"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	46068655251
"http://rdf.freebase.com/ns/en.maldives"	"Maldives"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	1062420201
"http://rdf.freebase.com/ns/en.iceland"	"Iceland"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	3215.69
"http://rdf.freebase.com/ns/en.papua_new_guinea"	"Papua New Guinea"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	989.52
"http://rdf.freebase.com/ns/en.indonesia"	"Indonesia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	683.74
"http://rdf.freebase.com/ns/en.fiji"	"Fiji"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	178249000
"http://rdf.freebase.com/ns/en.zambia"	"Zambia"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	1893527000
"http://rdf.freebase.com/ns/en.the_gambia"	"Gambia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	951762404
"http://rdf.freebase.com/ns/en.syria"	"Syria"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	3035452396
"http://rdf.freebase.com/ns/en.china"	"China"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	146696958000
"http://rdf.freebase.com/ns/en.peru"	"Peru"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	22071787233
"http://rdf.freebase.com/ns/en.algeria"	"Algeria"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	18260736000
"http://rdf.freebase.com/ns/en.oman"	"Oman"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	12652625161
"http://rdf.freebase.com/ns/en.iran"	"Iran"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	134840000
"http://rdf.freebase.com/ns/en.republic_of_the_congo"	"Congo"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	1484306106
"http://rdf.freebase.com/ns/en.japan"	"Japan"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	5105877836030
"http://rdf.freebase.com/ns/en.bhutan"	"Bhutan"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	459.03
"http://rdf.freebase.com/ns/en.malawi"	"Malawi"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	549382695
"http://rdf.freebase.com/ns/en.india"	"India"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	984343762531
"http://rdf.freebase.com/ns/en.mali"	"Mali"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	613.04
"http://rdf.freebase.com/ns/en.togo"	"Togo"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	1122269000
"http://rdf.freebase.com/ns/en.republic_of_the_congo"	"Congo"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	2009088000
"http://rdf.freebase.com/ns/en.liechtenstein"	"Liechtenstein"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	744441705
"http://rdf.freebase.com/ns/en.chile"	"Chile"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	1881.29
"http://rdf.freebase.com/ns/en.malta"	"Malta"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	2625749584
"http://rdf.freebase.com/ns/en.guatemala"	"Guatemala"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	12887760529
"http://rdf.freebase.com/ns/en.uganda"	"Uganda"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	1077060000
"http://rdf.freebase.com/ns/en.algeria"	"Algeria"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	1762.99
"http://rdf.freebase.com/ns/en.cambodia"	"Cambodia"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	88550000
"http://rdf.freebase.com/ns/en.syria"	"Syria"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	8722518000
"http://rdf.freebase.com/ns/en.bosnia_and_herzegovina"	"Bosnia and Herzegovina"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	705610000
"http://rdf.freebase.com/ns/en.ethiopia"	"Ethiopia"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	740068000
"http://rdf.freebase.com/ns/en.monaco"	"Monaco"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	2331174599
"http://rdf.freebase.com/ns/en.tuvalu"	"Tuvalu"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	10157211
"http://rdf.freebase.com/ns/en.philippines"	"Philippines"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	1056190000
"http://rdf.freebase.com/ns/en.singapore"	"Singapore"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	27060000
"http://rdf.freebase.com/ns/en.monaco"	"Monaco"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	1195305426
"http://rdf.freebase.com/ns/en.switzerland"	"Switzerland"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	227621387135
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.liabilities"	"Total Liabilities"	919010000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.assets"	"Total Assets"	1600740000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.revenue"	"Revenue"	1476300000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.revenue"	"Revenue"	1607480000
"http://rdf.freebase.com/ns/en.atlas_air"	"Atlas Air"	"http://rdf.freebase.com/ns/business.business_operation.operating_income"	"Operating Income"	194600000
"http://rdf.freebase.com/ns/en.laos"	"Laos"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	1150
"http://rdf.freebase.com/ns/en.colombia"	"Colombia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	3870
"http://rdf.freebase.com/ns/en.saint_lucia"	"Saint Lucia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	4290
"http://rdf.freebase.com/ns/en.bhutan"	"Bhutan"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	1870
"http://rdf.freebase.com/ns/en.democratic_republic_of_the_congo"	"Democratic Republic of the Congo"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	450
"http://rdf.freebase.com/ns/en.panama"	"Panama"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	14534600787
"http://rdf.freebase.com/ns/en.swaziland"	"Swaziland"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	4354595173
"http://rdf.freebase.com/ns/en.slovakia"	"Slovakia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	7700
"http://rdf.freebase.com/ns/en.mongolia"	"Mongolia"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	4571981667
"http://rdf.freebase.com/ns/en.portugal"	"Portugal"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	118291766212
"http://rdf.freebase.com/ns/en.canada"	"Canada"	"http://rdf.freebase.com/ns/location.statistical_region.gni_per_capita_in_ppp_dollars"	"GNI per capita in PPP dollars"	36500
"http://rdf.freebase.com/ns/en.algeria"	"Algeria"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	95502819312
"http://rdf.freebase.com/ns/en.kazakhstan"	"Kazakhstan"	"http://rdf.freebase.com/ns/location.statistical_region.gni_in_ppp_dollars"	"GNI in PPP dollars"	152345652666
"http://rdf.freebase.com/ns/en.germany"	"Germany"	"http://rdf.freebase.com/ns/location.statistical_region.diesel_price_liter"	"Diesel price (per liter)"	0.82
"http://rdf.freebase.com/ns/en.papua_new_guinea"	"Papua New Guinea"	"http://rdf.freebase.com/ns/location.statistical_region.diesel_price_liter"	"Diesel price (per liter)"	0.64
"http://rdf.freebase.com/ns/en.malaysia"	"Malaysia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	7155.02
"http://rdf.freebase.com/ns/en.somalia"	"Somalia"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	2770027000
"http://rdf.freebase.com/ns/en.switzerland"	"Switzerland"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	36328.14
"http://rdf.freebase.com/ns/en.cambodia"	"Cambodia"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	105920000
"http://rdf.freebase.com/ns/en.france"	"France"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	975443949951
"http://rdf.freebase.com/ns/en.algeria"	"Algeria"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	353.81
"http://rdf.freebase.com/ns/en.seychelles"	"Seychelles"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	119982792
"http://rdf.freebase.com/ns/en.bolivia"	"Bolivia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	7400329012
"http://rdf.freebase.com/ns/en.uganda"	"Uganda"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	3260378000
"http://rdf.freebase.com/ns/en.monaco"	"Monaco"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	83598.7
"http://rdf.freebase.com/ns/en.sudan"	"Sudan"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	3531910428
"http://rdf.freebase.com/ns/en.oman"	"Oman"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	2334.11
"http://rdf.freebase.com/ns/en.syria"	"Syria"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	3208090000
"http://rdf.freebase.com/ns/en.laos"	"Laos"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	1766034000
"http://rdf.freebase.com/ns/en.swaziland"	"Swaziland"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	336082080
"http://rdf.freebase.com/ns/en.philippines"	"Philippines"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	583090000
"http://rdf.freebase.com/ns/en.nicaragua"	"Nicaragua"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	620860000
"http://rdf.freebase.com/ns/en.russia"	"Russia"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	1789640000
"http://rdf.freebase.com/ns/en.somalia"	"Somalia"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	2616163000
"http://rdf.freebase.com/ns/en.singapore"	"Singapore"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	182770000
"http://rdf.freebase.com/ns/en.brazil"	"Brazil"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	296182671358
"http://rdf.freebase.com/ns/en.dominica"	"Dominica"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	35020000
"http://rdf.freebase.com/ns/en.costa_rica"	"Costa Rica"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	86690000
"http://rdf.freebase.com/ns/en.cuba"	"Cuba"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	78950000
"http://rdf.freebase.com/ns/en.algeria"	"Algeria"	"http://rdf.freebase.com/ns/location.statistical_region.external_debt_stock"	"External debt stock"	26274678000
"http://rdf.freebase.com/ns/en.kuwait"	"Kuwait"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	2220000
"http://rdf.freebase.com/ns/en.romania"	"Romania"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	42909325746
"http://rdf.freebase.com/ns/en.poland"	"Poland"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	149709629670
"http://rdf.freebase.com/ns/en.oman"	"Oman"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	2596.91
"http://rdf.freebase.com/ns/en.eritrea"	"Eritrea"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	144710000
"http://rdf.freebase.com/ns/en.new_caledonia"	"New Caledonia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	1981395536
"http://rdf.freebase.com/ns/en.armenia"	"Armenia"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_real"	"GDP real"	4102285513
"http://rdf.freebase.com/ns/en.uganda"	"Uganda"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	127.61
"http://rdf.freebase.com/ns/en.solomon_islands"	"Solomon Islands"	"http://rdf.freebase.com/ns/location.statistical_region.official_development_assistance"	"Official development assistance"	24970000
"http://rdf.freebase.com/ns/en.cameroon"	"Cameroon"	"http://rdf.freebase.com/ns/location.statistical_region.gdp_nominal_per_capita"	"GDP (nominal per capita)"	114.39
